audio_file,text,language,speaker,source_file,gender,source_type
007827.wav,A check of the geographic indexes there revealed no listing for any individual deemed to be a potential danger to the President,en,LJSpeech_single_speaker,LJ029-0050.wav,,real
005147.wav,"किस प्रकार मैंने बुआजी को सत्य से अवगत कराया, वह सब मैं कोशिश करके भी नहीं लिख सकूंगी।",hi,unknown,sample_5183,,real
011628.wav,"because of insufficient postage, which apparently resulted from an increase in postal rates of which his wife had been unaware.",en,LJSpeech_single_speaker,LJ045-0077.wav,,real
012932.wav,and each agency given clear understanding of the assistance which the Secret Service expects.,en,LJSpeech_single_speaker,LJ050-0110.wav,,real
010087.wav,और आज के स्वयम्भू समाज में अच्छे मित्र भला कहाँ मिल पाते हैं।,hi,unknown,sample_10162,,real
006509.wav,"उदयपुर, एयर ऑफिसर कमाण्डिंग चीफ साउथ एण्ड वेस्टर्न एयर कमाण्ड दलजीत सिंह दो दिवसीय उदयपुर प्रवास के दौरान सोमवार को यहां सिटी पैलेस पहुँचे।",hi,unknown,sample_6555,,real
013818.wav,"सच्चा प्यार जीवन में बस एक बार होता है , बाकी टाइम कोम्प्रोमाइज होता है ।",hi,unknown,sample_13923,,real
001796.wav,"कोटक रिसर्च का कहना है, 'अधिग्रहण से विदेशी आरओएम सेवाओं में एम्फैसिस की स्थिति और मजबूत होगी।",hi,unknown,sample_1808,,real
018511.wav,प्राचीन काल से ही मनुष्य ग्रहों की स्थिति का निरीक्षण करते आया है| गैलिलियो के पहले ये निरीक्षण केवल आँखों से ही किए जाते थे|,hi,unknown,sample_18648,,real
008449.wav,"मनुष्याला स्वत:चे अध:पतन सांगावयास जशी लाज वाटते, त्याप्रमाणे आपण कसे चढलो व चढत आहोत, हे सांगावयासही लाज वाटते.",mr,unknown,,male,real
